date,start,end,n,filenames
"(2018, 10, 14)",18.25,18.333333333333332,2,"['A2018287182000.L2_LAC_OC.nc', 'A2018287181500.L2_LAC_OC.nc']"
"(2018, 10, 15)",17.333333333333332,19.0,3,"['A2018288172500.L2_LAC_OC.nc', 'A2018288172000.L2_LAC_OC.nc', 'A2018288190000.L2_LAC_OC.nc']"
"(2018, 10, 16)",18.083333333333332,18.083333333333332,1,['A2018289180500.L2_LAC_OC.nc']
"(2018, 10, 17)",17.166666666666668,18.833333333333332,2,"['A2018290185000.L2_LAC_OC.nc', 'A2018290171000.L2_LAC_OC.nc']"
"(2018, 10, 18)",17.916666666666668,17.916666666666668,1,['A2018291175500.L2_LAC_OC.nc']
"(2018, 10, 19)",18.583333333333332,18.583333333333332,1,['A2018292183500.L2_LAC_OC.nc']
"(2018, 10, 20)",17.666666666666668,17.666666666666668,1,['A2018293174000.L2_LAC_OC.nc']
"(2018, 10, 21)",18.416666666666668,18.416666666666668,1,['A2018294182500.L2_LAC_OC.nc']
"(2018, 10, 22)",17.5,19.083333333333332,2,"['A2018295190500.L2_LAC_OC.nc', 'A2018295173000.L2_LAC_OC.nc']"
"(2018, 10, 23)",18.166666666666668,18.166666666666668,1,['A2018296181000.L2_LAC_OC.nc']
"(2018, 10, 24)",17.25,18.916666666666668,2,"['A2018297171500.L2_LAC_OC.nc', 'A2018297185500.L2_LAC_OC.nc']"
"(2018, 10, 25)",18.0,18.0,1,['A2018298180000.L2_LAC_OC.nc']
"(2018, 10, 26)",18.666666666666668,18.666666666666668,1,['A2018299184000.L2_LAC_OC.nc']
"(2018, 10, 27)",17.75,17.75,1,['A2018300174500.L2_LAC_OC.nc']
"(2018, 10, 28)",18.5,18.5,1,['A2018301183000.L2_LAC_OC.nc']
"(2018, 10, 29)",17.583333333333332,17.583333333333332,1,['A2018302173500.L2_LAC_OC.nc']
"(2018, 10, 30)",18.25,18.333333333333332,2,"['A2018303182000.L2_LAC_OC.nc', 'A2018303181500.L2_LAC_OC.nc']"
"(2018, 10, 31)",17.333333333333332,19.0,3,"['A2018304172500.L2_LAC_OC.nc', 'A2018304190000.L2_LAC_OC.nc', 'A2018304172000.L2_LAC_OC.nc']"
"(2018, 11, 1)",18.083333333333332,18.083333333333332,1,['A2018305180500.L2_LAC_OC.nc']
"(2018, 11, 2)",17.166666666666668,18.833333333333332,2,"['A2018306185000.L2_LAC_OC.nc', 'A2018306171000.L2_LAC_OC.nc']"
"(2018, 11, 3)",17.916666666666668,17.916666666666668,1,['A2018307175500.L2_LAC_OC.nc']
"(2018, 11, 4)",18.583333333333332,18.583333333333332,1,['A2018308183500.L2_LAC_OC.nc']
"(2018, 11, 5)",17.666666666666668,17.666666666666668,1,['A2018309174000.L2_LAC_OC.nc']
"(2018, 11, 6)",18.416666666666668,18.416666666666668,1,['A2018310182500.L2_LAC_OC.nc']
"(2018, 11, 7)",17.5,19.083333333333332,2,"['A2018311190500.L2_LAC_OC.nc', 'A2018311173000.L2_LAC_OC.nc']"
"(2018, 11, 8)",18.166666666666668,18.166666666666668,1,['A2018312181000.L2_LAC_OC.nc']
"(2018, 11, 9)",17.25,18.916666666666668,2,"['A2018313171500.L2_LAC_OC.nc', 'A2018313185500.L2_LAC_OC.nc']"
"(2018, 11, 10)",18.0,18.0,1,['A2018314180000.L2_LAC_OC.nc']
"(2018, 11, 11)",18.666666666666668,18.666666666666668,1,['A2018315184000.L2_LAC_OC.nc']
"(2018, 11, 12)",17.75,17.75,1,['A2018316174500.L2_LAC_OC.nc']
"(2018, 11, 13)",18.5,18.5,1,['A2018317183000.L2_LAC_OC.nc']
"(2018, 11, 14)",17.583333333333332,17.583333333333332,1,['A2018318173500.L2_LAC_OC.nc']
"(2018, 11, 15)",18.25,18.333333333333332,2,"['A2018319182000.L2_LAC_OC.nc', 'A2018319181500.L2_LAC_OC.nc']"
"(2018, 11, 16)",17.333333333333332,19.0,3,"['A2018320172500.L2_LAC_OC.nc', 'A2018320172000.L2_LAC_OC.nc', 'A2018320190000.L2_LAC_OC.nc']"
"(2018, 11, 17)",18.083333333333332,18.083333333333332,1,['A2018321180500.L2_LAC_OC.nc']
"(2018, 11, 18)",17.166666666666668,18.833333333333332,2,"['A2018322185000.L2_LAC_OC.nc', 'A2018322171000.L2_LAC_OC.nc']"
"(2018, 11, 19)",17.833333333333332,17.916666666666668,2,"['A2018323175500.L2_LAC_OC.nc', 'A2018323175000.L2_LAC_OC.nc']"
"(2018, 11, 20)",18.583333333333332,18.583333333333332,1,['A2018324183500.L2_LAC_OC.nc']
"(2018, 11, 21)",17.666666666666668,17.666666666666668,1,['A2018325174000.L2_LAC_OC.nc']
"(2018, 11, 22)",18.416666666666668,18.416666666666668,1,['A2018326182500.L2_LAC_OC.nc']
"(2018, 11, 23)",17.5,19.083333333333332,2,"['A2018327173000.L2_LAC_OC.nc', 'A2018327190500.L2_LAC_OC.nc']"
"(2018, 11, 24)",18.166666666666668,18.166666666666668,1,['A2018328181000.L2_LAC_OC.nc']
"(2018, 11, 25)",17.25,18.916666666666668,2,"['A2018329185500.L2_LAC_OC.nc', 'A2018329171500.L2_LAC_OC.nc']"
"(2018, 11, 26)",18.0,18.0,1,['A2018330180000.L2_LAC_OC.nc']
"(2018, 11, 27)",18.666666666666668,18.666666666666668,1,['A2018331184000.L2_LAC_OC.nc']
"(2018, 11, 28)",17.75,17.75,1,['A2018332174500.L2_LAC_OC.nc']
"(2018, 11, 29)",18.5,18.5,1,['A2018333183000.L2_LAC_OC.nc']
"(2018, 11, 30)",17.583333333333332,17.583333333333332,1,['A2018334173500.L2_LAC_OC.nc']
"(2018, 12, 1)",18.25,18.333333333333332,2,"['A2018335181500.L2_LAC_OC.nc', 'A2018335182000.L2_LAC_OC.nc']"
"(2018, 12, 2)",17.333333333333332,19.0,3,"['A2018336190000.L2_LAC_OC.nc', 'A2018336172000.L2_LAC_OC.nc', 'A2018336172500.L2_LAC_OC.nc']"
"(2018, 12, 3)",18.083333333333332,18.083333333333332,1,['A2018337180500.L2_LAC_OC.nc']
"(2018, 12, 4)",17.166666666666668,18.833333333333332,2,"['A2018338171000.L2_LAC_OC.nc', 'A2018338185000.L2_LAC_OC.nc']"
"(2018, 12, 5)",17.833333333333332,17.916666666666668,2,"['A2018339175000.L2_LAC_OC.nc', 'A2018339175500.L2_LAC_OC.nc']"
"(2018, 12, 6)",18.583333333333332,18.583333333333332,1,['A2018340183500.L2_LAC_OC.nc']
"(2018, 12, 7)",17.666666666666668,17.666666666666668,1,['A2018341174000.L2_LAC_OC.nc']
"(2018, 12, 8)",18.416666666666668,18.416666666666668,1,['A2018342182500.L2_LAC_OC.nc']
"(2018, 12, 9)",17.5,19.083333333333332,2,"['A2018343190500.L2_LAC_OC.nc', 'A2018343173000.L2_LAC_OC.nc']"
"(2018, 12, 10)",18.166666666666668,18.166666666666668,1,['A2018344181000.L2_LAC_OC.nc']
"(2018, 12, 11)",17.25,18.916666666666668,2,"['A2018345171500.L2_LAC_OC.nc', 'A2018345185500.L2_LAC_OC.nc']"
"(2018, 12, 12)",18.0,18.0,1,['A2018346180000.L2_LAC_OC.nc']
"(2018, 12, 13)",18.666666666666668,18.666666666666668,1,['A2018347184000.L2_LAC_OC.nc']
"(2018, 12, 14)",17.75,17.75,1,['A2018348174500.L2_LAC_OC.nc']
"(2018, 12, 15)",18.5,18.5,1,['A2018349183000.L2_LAC_OC.nc']
"(2018, 12, 17)",18.25,18.333333333333332,2,"['A2018351181500.L2_LAC_OC.nc', 'A2018351182000.L2_LAC_OC.nc']"
"(2018, 12, 18)",17.333333333333332,19.0,3,"['A2018352172000.L2_LAC_OC.nc', 'A2018352190000.L2_LAC_OC.nc', 'A2018352172500.L2_LAC_OC.nc']"
"(2018, 12, 19)",18.083333333333332,18.083333333333332,1,['A2018353180500.L2_LAC_OC.nc']
"(2018, 12, 20)",17.166666666666668,18.833333333333332,2,"['A2018354171000.L2_LAC_OC.nc', 'A2018354185000.L2_LAC_OC.nc']"
"(2018, 12, 21)",17.833333333333332,17.916666666666668,2,"['A2018355175000.L2_LAC_OC.nc', 'A2018355175500.L2_LAC_OC.nc']"
"(2018, 12, 22)",18.583333333333332,18.583333333333332,1,['A2018356183500.L2_LAC_OC.nc']
"(2018, 12, 23)",17.666666666666668,17.666666666666668,1,['A2018357174000.L2_LAC_OC.nc']
"(2018, 12, 24)",18.416666666666668,18.416666666666668,1,['A2018358182500.L2_LAC_OC.nc']
"(2018, 12, 25)",17.5,19.083333333333332,2,"['A2018359190500.L2_LAC_OC.nc', 'A2018359173000.L2_LAC_OC.nc']"
"(2018, 12, 26)",18.166666666666668,18.166666666666668,1,['A2018360181000.L2_LAC_OC.nc']
"(2018, 12, 27)",17.25,18.916666666666668,2,"['A2018361171500.L2_LAC_OC.nc', 'A2018361185500.L2_LAC_OC.nc']"
"(2018, 12, 28)",18.0,18.0,1,['A2018362180000.L2_LAC_OC.nc']
"(2018, 12, 29)",18.666666666666668,18.666666666666668,1,['A2018363184000.L2_LAC_OC.nc']
"(2018, 12, 30)",17.75,17.75,1,['A2018364174500.L2_LAC_OC.nc']
"(2018, 12, 31)",18.5,18.5,1,['A2018365183000.L2_LAC_OC.nc']
"(2019, 1, 1)",17.583333333333332,17.583333333333332,1,['A2019001173500.L2_LAC_OC.nc']
"(2019, 1, 2)",18.25,18.333333333333332,2,"['A2019002182000.L2_LAC_OC.nc', 'A2019002181500.L2_LAC_OC.nc']"
"(2019, 1, 3)",17.333333333333332,19.0,3,"['A2019003172500.L2_LAC_OC.nc', 'A2019003172000.L2_LAC_OC.nc', 'A2019003190000.L2_LAC_OC.nc']"
"(2019, 1, 4)",18.083333333333332,18.083333333333332,1,['A2019004180500.L2_LAC_OC.nc']
"(2019, 1, 5)",17.166666666666668,18.833333333333332,2,"['A2019005185000.L2_LAC_OC.nc', 'A2019005171000.L2_LAC_OC.nc']"
"(2019, 1, 6)",17.916666666666668,17.916666666666668,1,['A2019006175500.L2_LAC_OC.nc']
"(2019, 1, 7)",18.583333333333332,18.583333333333332,1,['A2019007183500.L2_LAC_OC.nc']
"(2019, 1, 8)",17.666666666666668,17.666666666666668,1,['A2019008174000.L2_LAC_OC.nc']
"(2019, 1, 9)",18.416666666666668,18.416666666666668,1,['A2019009182500.L2_LAC_OC.nc']
"(2019, 1, 10)",17.5,19.083333333333332,2,"['A2019010190500.L2_LAC_OC.nc', 'A2019010173000.L2_LAC_OC.nc']"
"(2019, 1, 11)",18.166666666666668,18.166666666666668,1,['A2019011181000.L2_LAC_OC.nc']
"(2019, 1, 12)",17.25,18.916666666666668,2,"['A2019012171500.L2_LAC_OC.nc', 'A2019012185500.L2_LAC_OC.nc']"
"(2019, 1, 13)",18.0,18.0,1,['A2019013180000.L2_LAC_OC.nc']
"(2019, 1, 14)",18.666666666666668,18.666666666666668,1,['A2019014184000.L2_LAC_OC.nc']
"(2019, 1, 15)",17.75,17.75,1,['A2019015174500.L2_LAC_OC.nc']
"(2019, 1, 16)",18.5,18.5,1,['A2019016183000.L2_LAC_OC.nc']
"(2019, 1, 17)",17.583333333333332,17.583333333333332,1,['A2019017173500.L2_LAC_OC.nc']
"(2019, 1, 18)",18.25,18.333333333333332,2,"['A2019018182000.L2_LAC_OC.nc', 'A2019018181500.L2_LAC_OC.nc']"
"(2019, 1, 19)",17.333333333333332,19.0,3,"['A2019019172500.L2_LAC_OC.nc', 'A2019019190000.L2_LAC_OC.nc', 'A2019019172000.L2_LAC_OC.nc']"
"(2019, 1, 20)",18.083333333333332,18.083333333333332,1,['A2019020180500.L2_LAC_OC.nc']
"(2019, 1, 21)",17.166666666666668,18.833333333333332,2,"['A2019021185000.L2_LAC_OC.nc', 'A2019021171000.L2_LAC_OC.nc']"
"(2019, 1, 22)",17.916666666666668,17.916666666666668,1,['A2019022175500.L2_LAC_OC.nc']
"(2019, 1, 23)",18.583333333333332,18.583333333333332,1,['A2019023183500.L2_LAC_OC.nc']
"(2019, 1, 24)",17.666666666666668,17.666666666666668,1,['A2019024174000.L2_LAC_OC.nc']
"(2019, 1, 25)",18.416666666666668,18.416666666666668,1,['A2019025182500.L2_LAC_OC.nc']
"(2019, 1, 26)",17.5,19.083333333333332,2,"['A2019026190500.L2_LAC_OC.nc', 'A2019026173000.L2_LAC_OC.nc']"
"(2019, 1, 27)",18.166666666666668,18.166666666666668,1,['A2019027181000.L2_LAC_OC.nc']
"(2019, 1, 28)",17.25,18.916666666666668,2,"['A2019028171500.L2_LAC_OC.nc', 'A2019028185500.L2_LAC_OC.nc']"
"(2019, 1, 29)",18.0,18.0,1,['A2019029180000.L2_LAC_OC.nc']
"(2019, 1, 30)",18.666666666666668,18.666666666666668,1,['A2019030184000.L2_LAC_OC.nc']
"(2019, 1, 31)",17.75,17.75,1,['A2019031174500.L2_LAC_OC.nc']
"(2019, 2, 1)",18.5,18.5,1,['A2019032183000.L2_LAC_OC.nc']
"(2019, 2, 2)",17.583333333333332,17.583333333333332,1,['A2019033173500.L2_LAC_OC.nc']
"(2019, 2, 3)",18.25,18.333333333333332,2,"['A2019034182000.L2_LAC_OC.nc', 'A2019034181500.L2_LAC_OC.nc']"
"(2019, 2, 4)",17.333333333333332,19.0,3,"['A2019035172500.L2_LAC_OC.nc', 'A2019035172000.L2_LAC_OC.nc', 'A2019035190000.L2_LAC_OC.nc']"
"(2019, 2, 5)",18.083333333333332,18.083333333333332,1,['A2019036180500.L2_LAC_OC.nc']
"(2019, 2, 6)",18.833333333333332,18.833333333333332,1,['A2019037185000.L2_LAC_OC.nc']
"(2019, 2, 7)",17.916666666666668,17.916666666666668,1,['A2019038175500.L2_LAC_OC.nc']
"(2019, 2, 8)",18.583333333333332,18.583333333333332,1,['A2019039183500.L2_LAC_OC.nc']
"(2019, 2, 9)",17.666666666666668,17.666666666666668,1,['A2019040174000.L2_LAC_OC.nc']
"(2019, 2, 10)",18.416666666666668,18.416666666666668,1,['A2019041182500.L2_LAC_OC.nc']
"(2019, 2, 11)",17.5,19.083333333333332,2,"['A2019042173000.L2_LAC_OC.nc', 'A2019042190500.L2_LAC_OC.nc']"
"(2019, 2, 12)",18.166666666666668,18.166666666666668,1,['A2019043181000.L2_LAC_OC.nc']
"(2019, 2, 13)",17.25,18.916666666666668,2,"['A2019044185500.L2_LAC_OC.nc', 'A2019044171500.L2_LAC_OC.nc']"
"(2019, 2, 14)",18.0,18.0,1,['A2019045180000.L2_LAC_OC.nc']
"(2019, 2, 15)",18.666666666666668,18.666666666666668,1,['A2019046184000.L2_LAC_OC.nc']
"(2019, 2, 16)",17.75,17.75,1,['A2019047174500.L2_LAC_OC.nc']
"(2019, 2, 17)",18.5,18.5,1,['A2019048183000.L2_LAC_OC.nc']
"(2019, 2, 18)",17.583333333333332,17.583333333333332,1,['A2019049173500.L2_LAC_OC.nc']
"(2019, 2, 19)",18.25,18.333333333333332,2,"['A2019050181500.L2_LAC_OC.nc', 'A2019050182000.L2_LAC_OC.nc']"
"(2019, 2, 20)",17.333333333333332,19.0,3,"['A2019051172000.L2_LAC_OC.nc', 'A2019051190000.L2_LAC_OC.nc', 'A2019051172500.L2_LAC_OC.nc']"
"(2019, 2, 21)",18.083333333333332,18.083333333333332,1,['A2019052180500.L2_LAC_OC.nc']
"(2019, 2, 22)",18.833333333333332,18.833333333333332,1,['A2019053185000.L2_LAC_OC.nc']
"(2019, 2, 23)",17.916666666666668,17.916666666666668,1,['A2019054175500.L2_LAC_OC.nc']
"(2019, 2, 24)",18.583333333333332,18.583333333333332,1,['A2019055183500.L2_LAC_OC.nc']
"(2019, 2, 25)",17.666666666666668,17.666666666666668,1,['A2019056174000.L2_LAC_OC.nc']
"(2019, 2, 26)",18.416666666666668,18.416666666666668,1,['A2019057182500.L2_LAC_OC.nc']
"(2019, 2, 27)",17.5,19.083333333333332,2,"['A2019058190500.L2_LAC_OC.nc', 'A2019058173000.L2_LAC_OC.nc']"
"(2019, 2, 28)",18.166666666666668,18.166666666666668,1,['A2019059181000.L2_LAC_OC.nc']
"(2019, 3, 1)",17.25,18.916666666666668,2,"['A2019060171500.L2_LAC_OC.nc', 'A2019060185500.L2_LAC_OC.nc']"
"(2019, 3, 2)",18.0,18.0,1,['A2019061180000.L2_LAC_OC.nc']
"(2019, 3, 3)",18.666666666666668,18.75,2,"['A2019062184500.L2_LAC_OC.nc', 'A2019062184000.L2_LAC_OC.nc']"
"(2019, 3, 4)",17.75,17.75,1,['A2019063174500.L2_LAC_OC.nc']
"(2019, 3, 5)",18.5,18.5,1,['A2019064183000.L2_LAC_OC.nc']
"(2019, 3, 6)",17.583333333333332,17.583333333333332,1,['A2019065173500.L2_LAC_OC.nc']
"(2019, 3, 7)",18.25,18.333333333333332,2,"['A2019066181500.L2_LAC_OC.nc', 'A2019066182000.L2_LAC_OC.nc']"
"(2019, 3, 8)",17.333333333333332,19.0,3,"['A2019067190000.L2_LAC_OC.nc', 'A2019067172000.L2_LAC_OC.nc', 'A2019067172500.L2_LAC_OC.nc']"
"(2019, 3, 9)",18.083333333333332,18.083333333333332,1,['A2019068180500.L2_LAC_OC.nc']
"(2019, 3, 10)",17.166666666666668,18.833333333333332,2,"['A2019069171000.L2_LAC_OC.nc', 'A2019069185000.L2_LAC_OC.nc']"
"(2019, 3, 11)",17.916666666666668,17.916666666666668,1,['A2019070175500.L2_LAC_OC.nc']
"(2019, 3, 12)",18.583333333333332,18.583333333333332,1,['A2019071183500.L2_LAC_OC.nc']
"(2019, 3, 13)",17.666666666666668,17.666666666666668,1,['A2019072174000.L2_LAC_OC.nc']
"(2019, 3, 14)",18.416666666666668,18.416666666666668,1,['A2019073182500.L2_LAC_OC.nc']
"(2019, 3, 15)",17.5,19.083333333333332,2,"['A2019074173000.L2_LAC_OC.nc', 'A2019074190500.L2_LAC_OC.nc']"
"(2019, 3, 16)",18.166666666666668,18.166666666666668,1,['A2019075181000.L2_LAC_OC.nc']
"(2019, 3, 17)",17.25,18.916666666666668,2,"['A2019076185500.L2_LAC_OC.nc', 'A2019076171500.L2_LAC_OC.nc']"
"(2019, 3, 18)",18.0,18.0,1,['A2019077180000.L2_LAC_OC.nc']
"(2019, 3, 19)",18.666666666666668,18.75,2,"['A2019078184000.L2_LAC_OC.nc', 'A2019078184500.L2_LAC_OC.nc']"
"(2019, 3, 20)",17.75,17.833333333333332,2,"['A2019079174500.L2_LAC_OC.nc', 'A2019079175000.L2_LAC_OC.nc']"
"(2019, 3, 21)",18.5,18.5,1,['A2019080183000.L2_LAC_OC.nc']
"(2019, 3, 22)",17.583333333333332,17.583333333333332,1,['A2019081173500.L2_LAC_OC.nc']
"(2019, 3, 23)",18.25,18.333333333333332,2,"['A2019082181500.L2_LAC_OC.nc', 'A2019082182000.L2_LAC_OC.nc']"
"(2019, 3, 24)",17.416666666666668,19.0,2,"['A2019083172500.L2_LAC_OC.nc', 'A2019083190000.L2_LAC_OC.nc']"
"(2019, 3, 25)",18.083333333333332,18.083333333333332,1,['A2019084180500.L2_LAC_OC.nc']
"(2019, 3, 26)",17.166666666666668,18.833333333333332,2,"['A2019085185000.L2_LAC_OC.nc', 'A2019085171000.L2_LAC_OC.nc']"
"(2019, 3, 27)",17.916666666666668,17.916666666666668,1,['A2019086175500.L2_LAC_OC.nc']
"(2019, 3, 28)",18.583333333333332,18.583333333333332,1,['A2019087183500.L2_LAC_OC.nc']
"(2019, 3, 29)",17.666666666666668,17.666666666666668,1,['A2019088174000.L2_LAC_OC.nc']
"(2019, 3, 30)",18.416666666666668,18.416666666666668,1,['A2019089182500.L2_LAC_OC.nc']
"(2019, 3, 31)",17.5,19.083333333333332,2,"['A2019090190500.L2_LAC_OC.nc', 'A2019090173000.L2_LAC_OC.nc']"
"(2019, 4, 1)",18.166666666666668,18.166666666666668,1,['A2019091181000.L2_LAC_OC.nc']
"(2019, 4, 2)",17.25,18.916666666666668,2,"['A2019092171500.L2_LAC_OC.nc', 'A2019092185500.L2_LAC_OC.nc']"
"(2019, 4, 3)",18.0,18.0,1,['A2019093180000.L2_LAC_OC.nc']
"(2019, 4, 4)",18.666666666666668,18.75,2,"['A2019094184500.L2_LAC_OC.nc', 'A2019094184000.L2_LAC_OC.nc']"
"(2019, 4, 5)",17.75,17.833333333333332,2,"['A2019095175000.L2_LAC_OC.nc', 'A2019095174500.L2_LAC_OC.nc']"
"(2019, 4, 6)",18.5,18.5,1,['A2019096183000.L2_LAC_OC.nc']
"(2019, 4, 7)",17.583333333333332,17.583333333333332,1,['A2019097173500.L2_LAC_OC.nc']
"(2019, 4, 8)",18.333333333333332,18.333333333333332,1,['A2019098182000.L2_LAC_OC.nc']
"(2019, 4, 9)",17.416666666666668,19.0,2,"['A2019099172500.L2_LAC_OC.nc', 'A2019099190000.L2_LAC_OC.nc']"
"(2019, 4, 10)",18.083333333333332,18.083333333333332,1,['A2019100180500.L2_LAC_OC.nc']
"(2019, 4, 11)",17.166666666666668,18.833333333333332,2,"['A2019101185000.L2_LAC_OC.nc', 'A2019101171000.L2_LAC_OC.nc']"
"(2019, 4, 12)",17.916666666666668,17.916666666666668,1,['A2019102175500.L2_LAC_OC.nc']
"(2019, 4, 13)",18.583333333333332,18.583333333333332,1,['A2019103183500.L2_LAC_OC.nc']
"(2019, 4, 14)",17.666666666666668,17.666666666666668,1,['A2019104174000.L2_LAC_OC.nc']
"(2019, 4, 15)",18.416666666666668,18.416666666666668,1,['A2019105182500.L2_LAC_OC.nc']
"(2019, 4, 16)",17.5,19.083333333333332,2,"['A2019106190500.L2_LAC_OC.nc', 'A2019106173000.L2_LAC_OC.nc']"
"(2019, 4, 17)",18.166666666666668,18.166666666666668,1,['A2019107181000.L2_LAC_OC.nc']
"(2019, 4, 18)",17.25,18.916666666666668,2,"['A2019108171500.L2_LAC_OC.nc', 'A2019108185500.L2_LAC_OC.nc']"
"(2019, 4, 19)",18.0,18.0,1,['A2019109180000.L2_LAC_OC.nc']
"(2019, 4, 20)",18.666666666666668,18.75,2,"['A2019110184500.L2_LAC_OC.nc', 'A2019110184000.L2_LAC_OC.nc']"
"(2019, 4, 21)",17.75,17.833333333333332,2,"['A2019111175000.L2_LAC_OC.nc', 'A2019111174500.L2_LAC_OC.nc']"
"(2019, 4, 22)",18.5,18.5,1,['A2019112183000.L2_LAC_OC.nc']
"(2019, 4, 23)",17.583333333333332,17.583333333333332,1,['A2019113173500.L2_LAC_OC.nc']
"(2019, 4, 24)",18.25,18.333333333333332,2,"['A2019114182000.L2_LAC_OC.nc', 'A2019114181500.L2_LAC_OC.nc']"
"(2019, 4, 25)",17.333333333333332,19.0,3,"['A2019115172500.L2_LAC_OC.nc', 'A2019115172000.L2_LAC_OC.nc', 'A2019115190000.L2_LAC_OC.nc']"
"(2019, 4, 26)",18.083333333333332,18.083333333333332,1,['A2019116180500.L2_LAC_OC.nc']
"(2019, 4, 27)",17.166666666666668,18.833333333333332,2,"['A2019117185000.L2_LAC_OC.nc', 'A2019117171000.L2_LAC_OC.nc']"
"(2019, 4, 28)",17.916666666666668,17.916666666666668,1,['A2019118175500.L2_LAC_OC.nc']
"(2019, 4, 29)",18.583333333333332,18.583333333333332,1,['A2019119183500.L2_LAC_OC.nc']
"(2019, 4, 30)",17.666666666666668,17.666666666666668,1,['A2019120174000.L2_LAC_OC.nc']
"(2019, 5, 1)",18.416666666666668,18.416666666666668,1,['A2019121182500.L2_LAC_OC.nc']
"(2019, 5, 2)",17.5,19.083333333333332,2,"['A2019122190500.L2_LAC_OC.nc', 'A2019122173000.L2_LAC_OC.nc']"
"(2019, 5, 3)",18.166666666666668,18.166666666666668,1,['A2019123181000.L2_LAC_OC.nc']
"(2019, 5, 4)",17.25,18.916666666666668,2,"['A2019124171500.L2_LAC_OC.nc', 'A2019124185500.L2_LAC_OC.nc']"
"(2019, 5, 5)",18.0,18.0,1,['A2019125180000.L2_LAC_OC.nc']
"(2019, 5, 6)",18.666666666666668,18.75,2,"['A2019126184500.L2_LAC_OC.nc', 'A2019126184000.L2_LAC_OC.nc']"
"(2019, 5, 7)",17.75,17.75,1,['A2019127174500.L2_LAC_OC.nc']
"(2019, 5, 8)",18.5,18.5,1,['A2019128183000.L2_LAC_OC.nc']
"(2019, 5, 9)",17.583333333333332,17.583333333333332,1,['A2019129173500.L2_LAC_OC.nc']
"(2019, 5, 10)",18.25,18.333333333333332,2,"['A2019130181500.L2_LAC_OC.nc', 'A2019130182000.L2_LAC_OC.nc']"
"(2019, 5, 11)",17.333333333333332,19.0,3,"['A2019131190000.L2_LAC_OC.nc', 'A2019131172000.L2_LAC_OC.nc', 'A2019131172500.L2_LAC_OC.nc']"
"(2019, 5, 12)",18.083333333333332,18.083333333333332,1,['A2019132180500.L2_LAC_OC.nc']
"(2019, 5, 13)",17.166666666666668,18.833333333333332,2,"['A2019133171000.L2_LAC_OC.nc', 'A2019133185000.L2_LAC_OC.nc']"
"(2019, 5, 14)",17.916666666666668,17.916666666666668,1,['A2019134175500.L2_LAC_OC.nc']
"(2019, 5, 15)",18.583333333333332,18.583333333333332,1,['A2019135183500.L2_LAC_OC.nc']
"(2019, 5, 16)",17.666666666666668,17.666666666666668,1,['A2019136174000.L2_LAC_OC.nc']
"(2019, 5, 17)",18.416666666666668,18.416666666666668,1,['A2019137182500.L2_LAC_OC.nc']
"(2019, 5, 18)",17.5,19.083333333333332,2,"['A2019138173000.L2_LAC_OC.nc', 'A2019138190500.L2_LAC_OC.nc']"
"(2019, 5, 19)",18.166666666666668,18.166666666666668,1,['A2019139181000.L2_LAC_OC.nc']
"(2019, 5, 20)",17.25,18.916666666666668,2,"['A2019140185500.L2_LAC_OC.nc', 'A2019140171500.L2_LAC_OC.nc']"
"(2019, 5, 21)",18.0,18.0,1,['A2019141180000.L2_LAC_OC.nc']
"(2019, 5, 22)",18.666666666666668,18.666666666666668,1,['A2019142184000.L2_LAC_OC.nc']
"(2019, 5, 23)",17.75,17.75,1,['A2019143174500.L2_LAC_OC.nc']
"(2019, 5, 24)",18.5,18.5,1,['A2019144183000.L2_LAC_OC.nc']
"(2019, 5, 25)",17.583333333333332,17.583333333333332,1,['A2019145173500.L2_LAC_OC.nc']
"(2019, 5, 26)",18.25,18.333333333333332,2,"['A2019146181500.L2_LAC_OC.nc', 'A2019146182000.L2_LAC_OC.nc']"
"(2019, 5, 27)",17.333333333333332,19.0,3,"['A2019147172000.L2_LAC_OC.nc', 'A2019147190000.L2_LAC_OC.nc', 'A2019147172500.L2_LAC_OC.nc']"
"(2019, 5, 28)",18.083333333333332,18.083333333333332,1,['A2019148180500.L2_LAC_OC.nc']
"(2019, 5, 29)",18.833333333333332,18.833333333333332,1,['A2019149185000.L2_LAC_OC.nc']
"(2019, 5, 30)",17.916666666666668,17.916666666666668,1,['A2019150175500.L2_LAC_OC.nc']
"(2019, 5, 31)",18.583333333333332,18.583333333333332,1,['A2019151183500.L2_LAC_OC.nc']
"(2019, 6, 1)",17.666666666666668,17.666666666666668,1,['A2019152174000.L2_LAC_OC.nc']
"(2019, 6, 2)",18.416666666666668,18.416666666666668,1,['A2019153182500.L2_LAC_OC.nc']
"(2019, 6, 3)",17.5,19.083333333333332,2,"['A2019154190500.L2_LAC_OC.nc', 'A2019154173000.L2_LAC_OC.nc']"
"(2019, 6, 4)",18.166666666666668,18.166666666666668,1,['A2019155181000.L2_LAC_OC.nc']
"(2019, 6, 5)",17.25,18.916666666666668,2,"['A2019156171500.L2_LAC_OC.nc', 'A2019156185500.L2_LAC_OC.nc']"
"(2019, 6, 6)",18.0,18.0,1,['A2019157180000.L2_LAC_OC.nc']
"(2019, 6, 7)",18.666666666666668,18.666666666666668,1,['A2019158184000.L2_LAC_OC.nc']
"(2019, 6, 8)",17.75,17.75,1,['A2019159174500.L2_LAC_OC.nc']
